14, 0, 5.86921e+07, 1.36881e+07, 1.30882e+07, 1.53141e+07, 7.02075e+06, 9.58103e+06, 1.23457, 566931, 4.18758e+07, 2.12041e+06, 3740.15, 495848, 338568, 63629.5, 1.09705e+07, 7333.96, 0, 559597, 2.42293e+07, 2.13549e+06, 1.5511e+07, 124.835, 9.68775, 1763.88, 0.16506, 30.8, 10.6, 30.8, 10.6, 5.49229e+09, 128, 64, -nan, TR, 0, 4096, 0, 6, 4096, 
10, 0, 2.96805e+07, 8.55638e+06, 5.86995e+06, 7.45088e+06, 3.21589e+06, 4.58735e+06, 1.15857, 532033, 3.0935e+07, 2.2163e+06, 4165.73, 465325, 278971, 59712.7, 7.0671e+06, 6882.51, 0, 525150, 1.85507e+07, 1.76008e+06, 1.06243e+07, 165.673, 10.3232, 1879.58, 0.347812, 31.25, 12.8, 31.25, 12.8, 5.49229e+09, 128, 64, -nan, TR, 0, 4096, 0, 6, 4096, 
7, 0, 2.12658e+07, 5.77408e+06, 3.86775e+06, 6.62155e+06, 2.10825e+06, 2.89418e+06, 1.13047, 519125, 2.53e+07, 2.3656e+06, 4556.89, 454036, 246590, 58264, 5.41204e+06, 6715.53, 0, 512410, 1.53585e+07, 1.55874e+06, 8.38277e+06, 198.524, 10.5799, 1926.32, 0.497507, 34.43, 16, 34.43, 16, 5.49229e+09, 128, 64, -nan, TR, 0, 4096, 0, 6, 4096, 
5, 0, 1.58012e+07, 4.4921e+06, 2.66985e+06, 5.17922e+06, 1.42367e+06, 2.03635e+06, 1.03777, 476560, 2.11346e+07, 2.07878e+06, 4362.04, 416808, 199321, 53486.7, 4.71952e+06, 6164.9, 0, 470395, 1.27709e+07, 1.26649e+06, 7.09721e+06, 236.6, 11.5249, 2098.37, 0.729367, 43.75, 19.2, 43.75, 19.2, 5.49229e+09, 128, 64, -nan, TR, 0, 4096, 0, 6, 4096, 
3, 0, 1.34746e+07, 3.94239e+06, 2.10939e+06, 4.89161e+06, 1.06942e+06, 1.46183e+06, 1.03225, 474025, 1.95321e+07, 2.125e+06, 4482.88, 414590, 176583, 53202.2, 4.45576e+06, 6132.1, 0, 467893, 1.1466e+07, 1.11739e+06, 6.9487e+06, 253.602, 11.5865, 2109.59, 0.859874, 68.26, 30, 68.26, 30, 5.49229e+09, 128, 64, -nan, TR, 0, 4096, 0, 6, 4096, 
2, 0, 1.35077e+07, 4.31242e+06, 1.77547e+06, 5.23263e+06, 736558, 1.45059e+06, 1.02343, 469974, 1.74377e+07, 1.82905e+06, 3891.8, 411048, 82831.4, 52747.6, 3.98926e+06, 6079.71, 0, 463895, 1.15212e+07, 603891, 5.31268e+06, 285.065, 11.6864, 2127.78, 0.865164, 120, 42, 120, 42, 5.49229e+09, 128, 64, -nan, TR, 0, 4096, 0, 6, 4096, 
1, 0, 8.90394e+06, 2.46424e+06, 1.15216e+06, 3.77246e+06, 480505, 1.03457e+06, 0.961687, 441620, 1.22396e+07, 2.4319e+06, 5506.77, 386248, 77551.1, 49565.2, 2.89207e+06, 5712.9, 0, 435907, 7.73943e+06, 494064, 4.00614e+06, 374.35, 12.4367, 2264.39, 1.39676, 144, 80, 144, 80, 5.49229e+09, 128, 64, -nan, TR, 0, 4096, 0, 6, 4096, 
22, 0, 6.7662e+08, 8.26187e+07, 5.34458e+07, 0, 5.20562e+08, 1.9994e+07, 1.14499, 526836, 1.26128e+08, 1.90306e+07, 36122.3, 460061, 508398, 65814.5, 5.20552e+07, 850.227, 0, 525986, 0, 6.52712e+07, 5.37832e+07, 37.8365, 10.425, 1898.12, 0.0154075, 28, 10, 28.5, 28, 5.49229e+09, 128, 64, 0.714565, TR, 0.335244, 4096, 0, 6, 4096, 
14, 0, 6.16874e+08, 7.20719e+07, 6.938e+07, 0, 4.54109e+08, 2.13133e+07, 1.12446, 517389, 1.00088e+08, 1.21356e+07, 23455.5, 451811, 406073, 64634.3, 6.41097e+07, 834.981, 0, 516554, 0, 2.54563e+07, 6.82237e+07, 48.9406, 10.6154, 1932.78, 0.0172084, 30.8, 10.6, 41.7825, 41.142, 5.49229e+09, 128, 64, 0.714565, TR, 0.335244, 4096, 0, 6, 4096, 
10, 0, 2.81882e+08, 3.38833e+07, 2.44797e+07, 0, 2.13491e+08, 1.0028e+07, 0.988102, 454648, 6.04786e+07, 1.18639e+07, 26094.7, 397022, 334593, 56796.4, 3.27843e+07, 733.727, 0, 453914, 0, 2.10058e+07, 3.4093e+07, 75.9206, 12.0803, 2199.5, 0.0428559, 31.25, 12.8, 48, 33, 5.49229e+09, 128, 64, 0.714565, TR, 0.335244, 4096, 0, 6, 4096, 
7, 0, 1.81344e+08, 2.19465e+07, 1.23592e+07, 0, 1.3828e+08, 8.75831e+06, 0.879628, 404737, 4.36906e+07, 1.29037e+07, 31881.7, 353437, 295756, 50561.3, 1.88372e+07, 653.179, 0, 404084, 0, 1.82071e+07, 1.98823e+07, 97.0466, 13.57, 2470.74, 0.0748302, 34.43, 16, 61.071, 34.285, 5.49229e+09, 128, 64, 0.714565, TR, 0.335244, 4096, 0, 6, 4096, 
5, 0, 1.21008e+08, 1.47277e+07, 8.00099e+06, 0, 9.27957e+07, 5.48402e+06, 0.756216, 347952, 3.62605e+07, 1.03342e+07, 29700.2, 303850, 239062, 43467.5, 1.54512e+07, 561.537, 0, 347391, 0, 1.5428e+07, 1.64129e+07, 117.873, 15.7846, 2873.96, 0.130442, 43.75, 19.2, 76.5, 36, 5.49229e+09, 128, 64, 0.714565, TR, 0.335244, 4096, 0, 6, 4096, 
3, 0, 9.19724e+07, 1.10891e+07, 5.90681e+06, 0, 6.98697e+07, 5.1068e+06, 0.64767, 298008, 3.24577e+07, 9.79449e+06, 32866.5, 260236, 211791, 37228.3, 1.35852e+07, 480.936, 0, 297527, 0, 1.33457e+07, 1.42728e+07, 129.988, 18.43, 3355.62, 0.200386, 68.26, 30, 120, 48, 5.49229e+09, 128, 64, 0.714565, TR, 0.335244, 4096, 0, 6, 4096, 
2, 0, 6.48748e+07, 7.68149e+06, 4.07989e+06, 0, 4.83993e+07, 4.71404e+06, 0.433791, 199597, 2.00514e+07, 4.69157e+06, 23505.2, 174298, 99346.5, 24934.4, 1.00377e+07, 322.117, 0, 199275, 0, 5.76341e+06, 1.03914e+07, 221.974, 27.5169, 5010.09, 0.424153, 120, 42, 157.5, 57, 5.49229e+09, 128, 64, 0.714565, TR, 0.335244, 4096, 0, 6, 4096, 
1, 0, 4.36815e+07, 5.13383e+06, 2.67585e+06, 0, 3.23471e+07, 3.52474e+06, 0.397099, 182714, 1.45635e+07, 5.8198e+06, 31851.9, 159555, 93013.4, 22825.4, 7.21861e+06, 294.871, 0, 182419, 0, 4.08881e+06, 7.53355e+06, 269.451, 30.0594, 5473.03, 0.68815, 144, 80, 300, 80, 5.49229e+09, 128, 64, 0.714565, TR, 0.335244, 4096, 0, 6, 4096, 
22, 0, 9.12039e+07, 5.84652e+06, 7.84968e+06, 1.08273e+07, 8.03594e+06, 5.86444e+07, 1.58211, 737360, 7.75395e+07, 368201, 499.351, 635432, 501513, 87819.5, 1.8587e+07, 9398.52, 0, 727962, 4.01442e+07, 3.08596e+06, 3.43094e+07, 117.981, 12.4656, 1356.19, 0.136679, 12, 4, 0, 0, 9.19166e+09, 128, 64, -nan, TR, 0, 4096, 0, 60, 4096, 
